Brand,Price,Image,Screen,CPU,RAM,VGA,OS,Weight,Link
Acer,15490000,https://cdn.tgdd.vn/Products/Images/44/198790/acer-aspire-a515-53-5112-i5-8265u-4gb-16gb-1tb-win-1-1-33397-600x600.jpg,15.6, Core i5 Coffee Lake,4,Intel®UHDGraphics620,HĐH: Windows 10 Home SL,2.0,https://www.thegioididong.com/laptop/acer-aspire-a515-53-5112-i5-8265u-4gb-16gb-1tb-win
Acer,16790000,https://cdn.tgdd.vn/Products/Images/44/161558/acer-swift-sf314-54-51ql-nxgxzsv001-dai-dien-450x300-1-450x300-450x300-600x600.jpg,14.0, i5-8250U,4,UHDGraphics620,"HĐH: Windows 10, Không DVD",1.5,https://www.thegioididong.com/laptop/acer-swift-sf314-54-51ql-nxgxzsv001
Acer,17990000,https://cdn.tgdd.vn/Products/Images/44/184143/acer-aspire-e5-576g-88ep-nxgwnsv001-33397-thumb333-600x600.jpg,15.6, i7-8550U,4,"NVIDIAMX130,2GB","HĐH: Windows 10, DVD: Không",2.2,https://www.thegioididong.com/laptop/acer-aspire-e5-576g-88ep-nxgwnsv001
Acer,18990000,https://cdn.tgdd.vn/Products/Images/44/200203/acer-swift-sf315-52-50t9-i5-8250u-8gb-256gb-win10-6-600x600.jpg,15.6, Core i5 Coffee Lake,8,Intel®UHDGraphics620,HĐH: Windows 10 Home SL,1.7,https://www.thegioididong.com/laptop/acer-swift-sf315-52-50t9-i5-8250u-8gb-256gb-win10
Acer,19990000,https://cdn.tgdd.vn/Products/Images/44/177954/acer-aspire-a715-72g-54pc-gxbsv003-4503-600x600.jpg,15.6, Core i5 Coffee Lake,8,"NVIDIAGeForceGTX1050,4GB",HĐH: Windows 10 Home SL,2.35,https://www.thegioididong.com/laptop/acer-aspire-a715-72g-54pc-gxbsv003
Dell,11690000,https://cdn.tgdd.vn/Products/Images/44/186375/dell-vostro-3468-i3-7020u-70161069-ava-600x600.jpg,14.0, Core i3 Kabylake,4,Intel®HDGraphics620,HĐH: Windows 10 Home SL,1.76,https://www.thegioididong.com/laptop/dell-vostro-3468-i3-7020u-70161069
Dell,11690000,https://cdn.tgdd.vn/Products/Images/44/155734/dell-vostro-3568-i3-6006u-vti3027w-450x300-600x600.png,15.6, Core i3 Skylake,4,Intel®HDGraphics520,HĐH: Windows 10 Home SL,2.18,https://www.thegioididong.com/laptop/dell-vostro-3568-i3-6006u-vti3027w
Dell,11890000,https://cdn.tgdd.vn/Products/Images/44/189366/dell-inspiron-3576-vti32072w-450-600x600.png,15.6, Core i3 Kabylake,4,Intel®HDGraphics620,HĐH: Windows 10 Home SL,2.18,https://www.thegioididong.com/laptop/dell-vostro-3568-vti32072w
Dell,11990000,https://cdn.tgdd.vn/Products/Images/44/189385/dell-inspiron-3476-8j61p11-450-600x600.png,14.0, Core i3 Kabylake Refresh,4,Intel®UHDGraphics620,HĐH: Windows 10 Home SL,1.97,https://www.thegioididong.com/laptop/dell-inspiron-3476-8j61p11
Dell,12190000,https://cdn.tgdd.vn/Products/Images/44/189367/dell-vostro-3568-c5i3132w-450-600x600.png,15.6, i3-7020U,4,"AMD520,2GB","HĐH: Windows 10, DVD: Có",2.3,https://www.thegioididong.com/laptop/dell-inspiron-3576-c5i3132w
Dell,12190000,https://cdn.tgdd.vn/Products/Images/44/91778/dell-inspiron-3567-i3-6006u-c5i3120w-den-2-450x300-450x300-450x300.jpg,15.6, Core i3 Skylake,4,"AMDR5M430,2GB",HĐH: Windows 10 Home SL,2.25,https://www.thegioididong.com/laptop/dell-inspiron-3567-i3-6006u-c5i3120w
Dell,12290000,https://cdn.tgdd.vn/Products/Images/44/166858/dell-inspiron-3576-p63f002n76b-450-600x600.png,15.6, i3-8130U,4,IntelUHDGraphics620,"HĐH: Windows 10, DVD: Có",2.3,https://www.thegioididong.com/laptop/dell-inspiron-3576-p63f002n76b
HP,10290000,https://cdn.tgdd.vn/Products/Images/44/182740/hp-15-da0055tu-4na89pa-600x600.jpg,15.6, i3-7020U,4,IntelHDGraphics620,"HĐH: Windows 10, DVD: Có",1.8,https://www.thegioididong.com/laptop/hp-15-da0055tu-4na89pa
HP,10990000,https://cdn.tgdd.vn/Products/Images/44/177770/hp-15-da0054tu-4me68pa-thumbnail-600x600.jpg,15.6, Core i3 Kabylake,4,Intel®HDGraphics620,HĐH: Windows 10 Home SL,1.77,https://www.thegioididong.com/laptop/hp-15-da0054tu-4me68pa
HP,11990000,https://cdn.tgdd.vn/Products/Images/44/195381/hp-15-da0443tx-i3-7020u-4gb-1tb-mx110-win10-5sl06-33397-thumb-600x600.jpg,15.6, i3-7020U,4,NVIDIAGerForeMX1102GB,"HĐH: Windows 10, DVD: Có",1.77,https://www.thegioididong.com/laptop/hp-15-da0443tx-i3-7020u-4gb-1tb-mx110-win10-5sl06
HP,12990000,https://cdn.tgdd.vn/Products/Images/44/191175/hp-pavilion-x360-cd0082tu-4mf15pa-450-600x600.jpg,14.0,  i3-8130U,4,IntelHDGraphics,"HĐH: Windows 10, DVD: không",1.59,https://www.thegioididong.com/laptop/hp-pavilion-x360-cd0082tu-4mf15pa
HP,12990000,https://cdn.tgdd.vn/Products/Images/44/177638/hp-pavilion-14-ce0021tu-i-4mf00pa-33397-ava1-600x600.jpg,14.0, i3-8130U,4,Intel®UHDGraphics620,"HĐH: Windows 10, DVD: Không",1.59,https://www.thegioididong.com/laptop/hp-pavilion-14-ce0021tu-i-4mf00pa
HP,13290000,https://cdn.tgdd.vn/Products/Images/44/197626/hp-pavilion-14-ce1011tu-i3-8145u-4gb-1tb-win10-5j-600x600.jpg,14.0, Core i3 Coffee Lake,4,Intel®UHDGraphics620,HĐH: Windows 10 Home SL,1.53,https://www.thegioididong.com/laptop/hp-pavilion-14-ce1011tu-i3-8145u-4gb-1tb-win10-5j
HP,13490000,https://cdn.tgdd.vn/Products/Images/44/177640/hp-pavilion-x360-ad104tu-4mf13pa-450-600x600.jpg,11.6,  i3-8130U,4,IntelHDGraphics,"HĐH: Windows 10, DVD: không",1.39,https://www.thegioididong.com/laptop/hp-pavilion-x360-ad104tu-4mf13pa
HP,13490000,https://cdn.tgdd.vn/Products/Images/44/200322/hp-pavilion-x360-cd1018tu-i3-8145u-4gb-1tb-14-touc-600x600.jpg,14.0, Core i3 Coffee Lake,4,Intel®UHDGraphics620,HĐH: Windows 10 Home SL,1.66,https://www.thegioididong.com/laptop/hp-pavilion-x360-cd1018tu-i3-8145u-4gb-1tb-14-touc
HP,14890000,https://cdn.tgdd.vn/Products/Images/44/195384/hp-15-da1023tu-i5-8265u-4gb-1tb-win10-5nk81pa-33397-thumb-600x600.jpg,15.6, Core i5 Coffee Lake,4,Intel®HDGraphics620,HĐH: Windows 10 Home SL,2.07,https://www.thegioididong.com/laptop/hp-15-da1023tu-i5-8265u-4gb-1tb-win10-5nk81pa
Asus,10090000,https://cdn.tgdd.vn/Products/Images/44/190014/asus-x407ua-bv351t-450-600x600.jpg,14.0, i3-7020U,4,IntelHDGraphics,"HĐH: Windows 10, Không DVD",1.5,https://www.thegioididong.com/laptop/asus-x407ua-bv351t
Asus,10590000,https://cdn.tgdd.vn/Products/Images/44/195010/laptop-asus-x507ua-i3-7020u-4gb-1tb-win10-ej727t-600x600.jpg,15.6, i3 7020U,4,Intel®HDGraphics620,"HĐH: Windows 10, Không DVD",1.68,https://www.thegioididong.com/laptop/asus-x507ua-i3-7020u-4gb-1tb-win10-ej727t
Asus,10790000,https://cdn.tgdd.vn/Products/Images/44/169524/asus-x540ub-dm024t-thumb-600x600.jpg,15.6, i3-6006U,4,"NVIDIAMX110,2GB","HĐH: Windows 10, DVD: Có",2.0,https://www.thegioididong.com/laptop/asus-x540ub-dm024t
Asus,11290000,https://cdn.tgdd.vn/Products/Images/44/177932/asus-a411ua-i3-8130u-eb688t-ava-600x600.jpg,14.0, i3-8130U,4,IntelUHDGraphic620,"HĐH: Windows 10, DVD: Không",1.43,https://www.thegioididong.com/laptop/asus-a411ua-i3-8130u-eb688t
Lenovo,8490000,https://cdn.tgdd.vn/Products/Images/44/187012/lenovo-ideapad-130-14ikb-81h60017vn-ava-600x600.jpg,14.0, i3 7020U,4,Intel®HDGraphics620,"HĐH: Windows 10, Không DVD",1.6,https://www.thegioididong.com/laptop/lenovo-ideapad-130-14ikb-81h60017vn
Lenovo,8990000,https://cdn.tgdd.vn/Products/Images/44/200507/lenovo-ideapad-130-14ikb-i3-7020u-4gb-1tb-81h6001-1-600x600.jpg,14.0, Core i3 Kabylake,4,Intel®UHDGraphics620,HĐH: Windows 10 Home SL,1.54,https://www.thegioididong.com/laptop/lenovo-ideapad-130-14ikb-i3-7020u-4gb-1tb-81h6001
Lenovo,9690000,https://cdn.tgdd.vn/Products/Images/44/193433/lenovo-ideapad-330-15ikbr-i3-7020u-4gb-1tb-156-win-hinhchitiet-600x600.jpg,15.6, Core i3 Kabylake,4,Intel®HDGraphics620,"HĐH: Windows 10 Home SL, Không DVD",2.0,https://www.thegioididong.com/laptop/lenovo-ideapad-330-15ikbr-7020u-81de00ldvn
Lenovo,10290000,https://cdn.tgdd.vn/Products/Images/44/185314/lenovo-ideapad-330-14ikb-81g2001avn-33397-thumb-600x600.jpg,14.0, i3 7020U,4,Intel®HDGraphics620,"HĐH: Windows 10, Không DVD",2.1,https://www.thegioididong.com/laptop/lenovo-ideapad-330-14ikb-81g2001avn
Lenovo,10990000,https://cdn.tgdd.vn/Products/Images/44/191361/lenovo-ideapad-330s-14ikb-81f400nmvn-thum123-600x600.jpg,14.0, i3 7020U,4,IntelHDGraphics620,"HĐH: Windows 10, Không DVD",1.67,https://www.thegioididong.com/laptop/lenovo-ideapad-330s-14ikb-81f400nmvn
Lenovo,10990000,https://cdn.tgdd.vn/Products/Images/44/200506/lenovo-ideapad-330-15ikb-i3-8130u-4gb-16gb-1tb-81-16-600x600.jpg,15.6, Core i3 Coffee Lake,4,Intel®HDGraphics620,HĐH: Windows 10 Home SL,2.2,https://www.thegioididong.com/laptop/lenovo-ideapad-330-15ikb-i3-8130u-4gb-16gb-1tb-81
Lenovo,11690000,https://cdn.tgdd.vn/Products/Images/44/139279/lenovo-yoga-520-14ikb-i3-7130u-8080106vn-450x300.jpg,14.0, i3-7130U,4,Intel®HDGraphics620,"HĐH: Windows 10, DVD: Không ",1.7,https://www.thegioididong.com/laptop/lenovo-yoga-520-14ikb-i3-7130u-8080106vn
Lenovo,12490000,https://cdn.tgdd.vn/Products/Images/44/191992/lenovo-ideapad-330-15ikbr-81de01kwvn-450-600x600.jpg,15.6, i5 8250U,4,Intel®HDGraphics620,"HĐH: Windows 10, Không DVD",2.2,https://www.thegioididong.com/laptop/lenovo-ideapad-330-15ikbr-81de01kwvn
Lenovo,12990000,https://cdn.tgdd.vn/Products/Images/44/195078/lenovo-ideapad-330s-14ikbr-i5-8250u-4gb-1tb-win10-33397-thumb-600x600.jpg,14.0, Core i5 Coffee Lake,4,Intel®HDGraphics620,HĐH: Windows 10 Home SL,1.67,https://www.thegioididong.com/laptop/lenovo-ideapad-330s-14ikbr-i5-8250u-4gb-1tb-win10
Acer,24990000,https://cdn.tgdd.vn/Products/Images/44/177772/acer-nitro-5-an515-52-70ae-q3lsv007-ava-600x600.jpg,15.6, i7 8750H,8,"NVIDIAGTX1050Ti,4GB","HĐH: Windows 10, DVD: Không",2.4,https://www.thegioididong.com/laptop/acer-nitro-5-an515-52-70ae-q3lsv007
Dell,12790000,https://cdn.tgdd.vn/Products/Images/44/198907/dell-inspiron-3576-i3-7020u-4gb-1tb-2gb-amd-520-wi-thumb-600x600.jpg,15.6, Core i3 Kabylake,4,"AMD520,2GB",HĐH: Windows 10 Home SL,2.3,https://www.thegioididong.com/laptop/dell-inspiron-3576-i3-7020u-4gb-1tb-2gb-amd-520-wi
Dell,14690000,https://cdn.tgdd.vn/Products/Images/44/166521/dell-inspiron-3576-p63f002n76f-450-600x600.png,15.6, i5-8250U,4,IntelUHDGraphics620,"HĐH: Windows 10, DVD: Có",2.3,https://www.thegioididong.com/laptop/dell-inspiron-3576-p63f002n76f
Dell,15790000,https://cdn.tgdd.vn/Products/Images/44/175159/dell-inspiron-3576-i5-8250u-70157552-600x600.jpg,15.6, i5-8250U,4,"AMD520,2GB","HĐH: Windows 10, DVD: Có",2.3,https://www.thegioididong.com/laptop/dell-inspiron-3576-i5-8250u-70157552
Dell,16490000,https://cdn.tgdd.vn/Products/Images/44/166856/dell-vostro-3578-p63f002v78b-450-600x600.jpg,15.6, i5-8250U,4,"AMD520,2GB","HĐH: Windows 10, DVD: Có",2.2,https://www.thegioididong.com/laptop/dell-vostro-3578-p63f002v78b
Dell,17990000,https://cdn.tgdd.vn/Products/Images/44/162914/dell-inspiron-5570-m5i5238w-office365-dai-dien-450x300-600x600.jpg,15.6, i5-8250U,4,"AMDM530,2GB","HĐH: Win10+Office365, DVD: Có",2.3,https://www.thegioididong.com/laptop/dell-inspiron-5570-m5i5238w-office365
HP,15390000,https://cdn.tgdd.vn/Products/Images/44/195383/hp-pavilion-15-cs1009tu-i5-8265u-4gb-1tb-win10-5j-thumb-33397-600x600.jpg,15.6, i5-8265U,4,IntelGraphicsHD620,"HĐH: Windows 10, DVD: Không",1.8,https://www.thegioididong.com/laptop/hp-pavilion-15-cs1009tu-i5-8265u-4gb-1tb-win10-5j
Asus,11390000,https://cdn.tgdd.vn/Products/Images/44/191775/asus-a510ua-br333t-thumb-600x600.jpg,15.6, i3-8130U,4,Intel®UHDGraphics620,"HĐH: Windows 10, DVD: Không",1.7,https://www.thegioididong.com/laptop/asus-a510ua-br333t
Asus,11990000,https://cdn.tgdd.vn/Products/Images/44/194808/asus-x507uf-i3-8130u-4gb-1tb-2gb-mx130-win10-br20-33397-thumnb-600x600.jpg,15.6, Core i3 Coffee Lake,4,"NVIDIAMX130,2GB","HĐH: Windows 10 Home SL, Không DVD",1.68,https://www.thegioididong.com/laptop/asus-x507uf-i3-8130u-4gb-1tb-2gb-mx130-win10-br20
Asus,12890000,https://cdn.tgdd.vn/Products/Images/44/192320/asus-s510ua-bq222t-thumbava-600x600.jpg,15.6, i3 8130U,4,IntelHDGraphics620,"HĐH: Windows 10, DVD: Không",1.5,https://www.thegioididong.com/laptop/asus-s510ua-bq222t
Asus,13390000,https://cdn.tgdd.vn/Products/Images/44/196908/asus-x407ua-i5-8250u-4gb-16gb-1tb-win10-bv485t-thumb33397-600x600.jpg,14.0, Core i5 Coffee Lake,4,Intel®HDGraphics620,HĐH: Windows 10 Home SL,1.55,https://www.thegioididong.com/laptop/asus-x407ua-i5-8250u-4gb-16gb-1tb-win10-bv485t
Asus,13490000,https://cdn.tgdd.vn/Products/Images/44/175423/asus-a411ua-eb678t-thum-600x600.jpg,14.0, i5-8250U,4,IntelUHDGraphic620,"HĐH: Windows 10, DVD: Không",1.43,https://www.thegioididong.com/laptop/asus-a411ua-eb678t
Asus,13790000,https://cdn.tgdd.vn/Products/Images/44/196975/asus-a510ua-i5-8250u-4gb-1tb-156f-win10-ej1215t-thumb33397-600x600.jpg,15.6, Core i5 Coffee Lake,4,Intel®UHDGraphics620,HĐH: Windows 10 Home SL,1.7,https://www.thegioididong.com/laptop/asus-a510ua-i5-8250u-4gb-1tb-156f-win10-ej1215t
Lenovo,12990000,https://cdn.tgdd.vn/Products/Images/44/197625/lenovo-ideapad-330-15ikbr-i5-8250u-4gb-1tb-amd-530-33397-thumb-600x600.jpg,15.6, Core i5 Kabylake Refresh,4,"AMD530,2GB",HĐH: Windows 10 Home SL,2.2,https://www.thegioididong.com/laptop/lenovo-ideapad-330-15ikbr-i5-8250u-4gb-1tb-amd-530
Lenovo,13490000,https://cdn.tgdd.vn/Products/Images/44/193392/laptop-lenovo-ideapad-yoga-530-14ikb-7130u-600x600.jpg,14.0, Core i3 Kabylake,4,Intel®UHDGraphics620,"HĐH: Windows 10 Home SL, Không DVD",2.3,https://www.thegioididong.com/laptop/lenovo-ideapad-yoga-530-14ikb-7130u
Lenovo,14990000,https://cdn.tgdd.vn/Products/Images/44/195077/lenovo-yoga-530-14ikb-i5-8250u-4g-128gb-win10-81e-33397-thumb11-600x600.jpg,14.0, i5 8250U,4,Intel®HDGraphics620,"HĐH: Windows 10, Không DVD",1.67,https://www.thegioididong.com/laptop/lenovo-yoga-530-14ikb-i5-8250u-4g-128gb-win10-81e
Lenovo,15190000,https://cdn.tgdd.vn/Products/Images/44/139282/lenovo-yoga-520-14ikbr-i5-8250u-4gb-1tb-win10-81c-450-450x300.jpg,14.0, i5-8250U,4,IntelUHDGraphics620,"HĐH: Windows 10, DVD: Không ",1.7,https://www.thegioididong.com/laptop/lenovo-yoga-520-14ikbr-i5-8250u-81c80088vn
Lenovo,16990000,https://cdn.tgdd.vn/Products/Images/44/139339/lenovo-ideapad-320-15ikbn-i7-8550u-81bg00e1vn-dai-dien-450x300.jpg,15.6, i7-8550U,4,"NVIDIAMX150,2GB","HĐH: Windows 10, DVD: Không",1.9,https://www.thegioididong.com/laptop/lenovo-ideapad-320-15ikbn-i7-8550u-81bg00e1vn
Lenovo,20990000,https://cdn.tgdd.vn/Products/Images/44/198795/lenovo-ideapad-530s-14ikb-i7-8550u-8gb-256gb-win10-33397-thumb-600x600.jpg,14.0, Core i7 Coffee Lake,8,Intel®UHDGraphics620,HĐH: Windows 10 Home SL,1.54,https://www.thegioididong.com/laptop/lenovo-ideapad-530s-14ikb-i7-8550u-8gb-256gb-win10
Dell,20990000,https://cdn.tgdd.vn/Products/Images/44/166602/dell-vostro-3578-ngmpf11-450x300-600x600-600x600.jpg,15.6, i7-8550U,8,"AMD520,2GB","HĐH: Windows 10, DVD: Có",2.2,https://www.thegioididong.com/laptop/dell-vostro-3578-ngmpf11
Dell,26990000,https://cdn.tgdd.vn/Products/Images/44/136214/dell-inspiron-7373-i5-8250u-8gb-256gb-win10-office-450-600x600.jpg,13.3, i5-8250U,8,IntelUHDGraphics620,"HĐH: Win10+Off365, Không DVD",1.6,https://www.thegioididong.com/laptop/dell-inspiron-7373-i5-8250u-8gb-256gb-win10-office
Dell,28990000,https://cdn.tgdd.vn/Products/Images/44/128922/dell-inspiron-7373-i7-8550u-8gb-256gb-win10-dai-dien-1-450x300.jpg,13.3, Core i7 Kabylake-R,8,IntelUHDGraphics620,"HĐH: Win10+Office365, Không DVD",1.6,https://www.thegioididong.com/laptop/dell-inspiron-7373-i7-8550u-p83g001
HP,16390000,https://cdn.tgdd.vn/Products/Images/44/196983/hp-pavilion-15-cs1044tx-i5-8265u-4gb-1tb-2gb-mx130-thumb-33397-thumb-600x600.jpg,15.6, Core i5 Coffee Lake,4,"NVIDIAMX130,2GB",HĐH: Windows 10 Home SL,1.87,https://www.thegioididong.com/laptop/hp-pavilion-15-cs1044tx-i5-8265u-4gb-1tb-2gb-mx130
HP,16390000,https://cdn.tgdd.vn/Products/Images/44/196907/hp-pavilion-14-ce1018tu-i5-8265u-4gb-16gb-1tb-14f-1-1-1-1-600x600.jpg,14.0, i5-8265U,4,IntelHDGraphics620,"HĐH: Windows 10, DVD: không",1.59,https://www.thegioididong.com/laptop/hp-pavilion-14-ce1018tu-i5-8265u-4gb-16gb-1tb-14f
HP,17490000,https://cdn.tgdd.vn/Products/Images/44/181322/hp-15-da0036tx-4me78pa-cava-600x600.jpg,15.6, i7-8550U,4,"NVIDIAMX130,2GB","HĐH: Windows 10, DVD: Có",2.1,https://www.thegioididong.com/laptop/hp-15-da0036tx-4me78pa
HP,17890000,https://cdn.tgdd.vn/Products/Images/44/195382/hp-15-da1033tx-i7-8565u-4gb-1tb-mx130-5nk26pa-33397-thumb-600x600.jpg,15.6, Core i7 Coffee Lake,4,"NVIDIAMX130,2GB",HĐH: Windows 10 Home SL,2.07,https://www.thegioididong.com/laptop/hp-15-da1033tx-i7-8565u-4gb-1tb-mx130-5nk26pa
HP,22490000,https://cdn.tgdd.vn/Products/Images/44/196906/hp-envy-13-ah1011tu-i5-8265u-8gb-256gb-win10-5hz2-33397-thumb-600x600.jpg,13.3, Core i5 Coffee Lake,8,Intel®HDGraphics620,HĐH: Windows 10 Home SL,1.2,https://www.thegioididong.com/laptop/hp-envy-13-ah1011tu-i5-8265u-8gb-256gb-win10-5hz2
HP,26990000,https://cdn.tgdd.vn/Products/Images/44/169423/hp-envy-13-ah0027tu-4me94pa-14-600x600.jpg,13.3, i7-8550U,8,IntelUHDGraphics620,"HĐH: Windows 10, DVD: Không",1.2,https://www.thegioididong.com/laptop/hp-envy-13-ah0027tu-4me94pa
Asus,14590000,https://cdn.tgdd.vn/Products/Images/44/193516/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t-thumb-1-600x600.jpg,15.6, Core i5 Kabylake Refresh,4,"NVIDIAMX130,2GB",HĐH: Windows 10 Home SL,1.8,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t
Asus,15490000,https://cdn.tgdd.vn/Products/Images/44/135668/asus-s510ua-i5-8250u-bq414t-dai-dien-450x300-600x600.jpg,15.6, i5 Kabylake Refresh,4,UHDGraphics620,"HĐH: Windows 10, Không DVD",1.5,https://www.thegioididong.com/laptop/asus-s510ua-i5-8250u-bq414t
Asus,16790000,https://cdn.tgdd.vn/Products/Images/44/195008/asus-s510un-i5-8250u-4gb-1tb-mx150-win10-bq276t-33397-thumb-600x600.jpg,15.6, Core i5 Coffee Lake,4,"NVIDIAMX150,2GB",HĐH: Windows 10 Home SL,1.62,https://www.thegioididong.com/laptop/asus-s510un-i5-8250u-4gb-1tb-mx150-win10-bq276t
Asus,17390000,https://cdn.tgdd.vn/Products/Images/44/193863/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t-33397-thumb333-600x600.jpg,15.6, i5-8250U,4,IntelUHDGraphics620,HĐH: Windows 10,1.8,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t
Asus,22490000,https://cdn.tgdd.vn/Products/Images/44/197083/asus-fx504ge-i5-8300h-8gb-1tb-gtx1050ti-win10-e41-thumnb-600x600.jpg,15.6, Core i5 Coffee Lake,8,"NVIDIAGeForceGTX1050Ti,4GB",HĐH: Windows 10 Home SL,2.3,https://www.thegioididong.com/laptop/asus-fx504ge-i5-8300h-8gb-1tb-gtx1050ti-win10-e41
